"Lido","Lido","Strandbad","Strandbäder","Seebad","Seebäder"
"AlpineExcursion","Alpine Bergtour","Alpine Bertouren","Alpine Gipfeltour","Alpine Gipfeltouren"
"ArtificialIce","Kunsteis","Kunsteisbahn"
"AsphaltCurling","Ashaltstock schiessen","Asphaltstock schießen","Stock schiessen","Stock schießen","stockschießen"
"Basketball","Basketball","dribbeln"
"BeachVolleyball","Beach Volleyball"
"Boating","Boot fahren"
"BowShooting","Bogen schiessen","Bogen schießen","Bogenschiessen","Bogenschießen"
"BowlingAlley","Bowlen","Bowling","Bowlingcenter","Kegelbahn","Kegelbahnen","Kegeln"
"Canyoning","Canyoning","Klaemme","Klamm","Schlucht","Schluchten"
"CarriageRide","Fiaker","Kutsche","Kutsche fahren","Kutschen","Kutschen fahren","Kutschenfahren","Kutschenfahrt","Kutschfahrt","Kutschfahrten","Pferdekutschenfahrt","Pferdekutschenfahrten","Planwagen","Planwagenfahrt","Planwagenfahrten"
"CaveTour","Führung durch Höhle","Führungen durch Höhle","Führungen durch Höhlen","Höhlen Führung","Höhlenführung","Höhlenführungen"
"Climbing","Climbing","Kletterer","Klettern"
"Curling","Curling","Eisstock schiessen"
"Excursion","Ausflug","Ausflug unternehmen","Ausflugsziel","Ausflugsziele","Ausflüge","Ausfüge unternehmen","Ekursion","Excursion","Exkursionen","Schlechtwetterausflug","Schlechtwetterausflüge"
"ExercieGym","Fitness","Fitness-Einrichtung","Fitness-Einrichtungen","Fitnesscenter","Fitnesscenters","Fitnessstudio","Fitnessstudios","Gym","Gyms","Indoor trainieren","Turnhalle","Turnhallen","trainieren"
"ExerciseLift","Übungslift","Übungslifte"
"Fishing","Angelmöglichkeit","Angeln","Fischen","Fishing","Fliegenfischen"
"FlyingFox","Flying Fox","FlyingFox"
"FlyingSportsLocation","Flug","Flüge","fliegen"
"Freeriding","Freeride","Freeriden","Freeriding"
"Geocaching","Caching Park","Caching Parks","Cachingpark","Geo Cache","Geo Caching","Geocache","Geocaching"
"GlacierSkiing","GlacierSkiing","Gletscher Schi fahren","Gletscher Schifahren","Gletscher Schilauf","Gletscher Ski fahren","Gletscher Skifahren","Gletscher Skiing","Gletscher Skilauf","schi fahren am Gletscher","schi fahren auf Gletschern","schifahren am Gletscher","schifahren auf Gletschern","ski fahren am Gletscher","ski fahren auf Gletschern","skifahren am Gletscher","skifahren auf Gletschern"
"GolfCourse","Driving-Range","Golf","Golfanlage","Golfanlagen","Golfcart","Golfen","Golfplatz","Golfplätze"
"HandGliding","Drachen fliegen","Drachenfliegen","HandGliding"
"HealthClub","Fitnessclub","Fitnessclubs","HealthClub"
"HorseRiding","Pferdreiten","Reiten","Springreiten"
"Hunting","Jagd","Jagd gehen","Jagdmöglichkeit","Jagdmöglichkeiten","Jagdsport","Jagen"
"IceClimbing","Eisklettern"
"IceSkating","Eisbahn","Eisbahnen","Eislaufbahn","Eislaufbahnen","Eislaufen","Eislaufplatz","Eislaufplätze","Eisstadien","Eisstadion","IceSkating"
"IndoorClimbing","Kletterhalle","Kletterhallen"
"IndoorGolf","Indoor Golf","indoor golfen"
"IndoorPublicSwimmingPool","Hallenbad","Hallenbaeder","Hallenbäder"
"Kayaking","Kajak","Kanu","Kayaking"
"LamaTrekking","Lama Trekking"
"Minigolf","Minigolf","Minigolfplatz","Minigolfplätze","minigolfen"
"NightSkiing","Nacht Schi fahren","Nacht Schifahren","Nacht Schilauf","Nacht Skifahren","Nacht Skilauf","Nacht ski fahren","Nacht-Schilauf","Nacht-Skilauf","NightSkiing","nachtschifahren","nachtskifahren"
"NightSledging","Nachtrodelbahn","Nachtrodeln"
"OutdoorPublicSwimmingPool","Freibad","Freibaeder","Freibäder"
"Paintball","Paintball"
"Paragliding","Paragleiten","Paragliding"
"PublicSwimmingPool","Baden","Baeder","Becken","Bäder","Pool","Schwimmbad","Schwimmbaeder","Schwimmbecken","Schwimmbäder","Swimming Pool","schwimmen","schwimmen gehen","öffentlicher Swimming Pool"
"Rafting","Raften","Rafting"
"RopeCourse","Hochseilgarten","Hochseilgärten","Hochseilklettergarten","Hochseilklettergärten","Klettergarten","Klettergärten","Kletterpark","Kletterparks","Seilgarten","Seilgärten"
"Running","Laufen","Laufrunde","Runde laufen"
"Sailing","Sailing","Segelboot","Segelboote","Segeln"
"Shooting","Luftgewehr schiessen","Luftgewehr schießen","Schiesssport","Schießsportangebot","Schißsport","Sport schiessen","Sport schießen"
"ShootingRange","Schiesshalle","Schiesshallen","Schiessstand","Schiessstände","Schießhalle","Schießhallen","Schießstand","Schießstände"
"Skatepark","Skatepark","Skateparks","skaten"
"SkeetShooting","Tontauben schiessen","Tontauben schießen"
"Skiing","Skiing"
"Sledging","Rodeln","Schlitten fahren"
"Snowboarding","Snowboard fahren","Snowboarden","Snowboarding"
"SnowcatRide","FPstenbully Fahrten","Pistenbully","Pistenbully Fahrt","Pistenbully fahren","Pistenbully-Fahrt","Pistenbully-Fahrten"
"Soccer","Fussball","Fussball spielen","Fussballer","Fussballplatz","Fussballplätze","Fußball","Fußball spielen","Fußballer","Fußballplatz","Fußballplätze","Soccer"
"SportsActivityLocation","Aktivinfrastruktur","Freizeitanlage","Freizeitanlgaen","Freizeitpark","Freizeitparks","Sport","Sport machen","Sportanbieter","Sportanlage","Sportanlagen","Sportinfrastruktur","Sportplatz","Sportplätze","SportsActivityLocation","sporteln"
"SportsClub","Sportclub","SportsClub"
"Squash","Squash"
"StadiumOrArena","Arena","Stadion"
"SummerTobogganRun","Sommerrodelbahn","Sommerrodelbahnen","im Sommer rodeln","sommerrodeln"
"SwimmingLocation","SwimmingLocation"
"TandemFlying","Tadem fliegen","TandemFlying","Tandemflug","Tandemflüge","tandemfliegen"
"TandemJumping","Tademsprünge","TandemJumping","Tandemsprung","tandem springen","tandemspringen"
"TennisComplex","Schlagwand","TennisComplex","Tennisanlage","Tennisanlagen","Tennisplatz","Tennisplätze","tennis"
"Trampoline","Trampolin","Trampolin hüpfen","Trampolin springen","Trampoline","Trampolins"
"WesternRiding","Western reiten","Western-Reiten","WesternRiding","Westernreiten"
"Yoga","Yoga","Yoga machen","Yoga trainieren"
"Zipflbob","Bob fahren","Zipflbob"

